"행정구역","2025년05월_계_총인구수","2025년05월_계_연령구간인구수","2025년05월_계_0~9세","2025년05월_계_10~19세","2025년05월_계_20~29세","2025년05월_계_30~39세","2025년05월_계_40~49세","2025년05월_계_50~59세","2025년05월_계_60~69세","2025년05월_계_70~79세","2025년05월_계_80~89세","2025년05월_계_90~99세","2025년05월_계_100세 이상"
"충청북도 청주시 상당구 남일면(4311134000)","6,443","6,443","263","388","549","580","641","1,126","1,553","767","478","96","2"
"충청북도 청주시 상당구 문의면(4311135000)","3,529","3,529","41","136","209","157","251","604","948","623","463","96","1"
"충청북도 청주시 상당구 중앙동(4311152500)","6,417","6,417","291","457","855","889","772","1,039","967","659","427","59","2"
"충청북도 청주시 상당구 성안동(4311154500)","6,236","6,236","187","323","681","676","696","1,032","1,215","849","471","105","1"
"충청북도 청주시 상당구 탑대성동(4311162000)","11,272","11,272","600","816","1,240","1,327","1,389","2,018","1,908","1,201","665","104","4"
"충청북도 청주시 상당구 영운동(4311167000)","9,824","9,824","379","698","974","976","1,279","1,801","1,882","1,158","601","73","3"
"충청북도 청주시 상당구 금천동(4311168000)","28,970","28,970","1,708","3,290","3,325","2,986","4,451","5,421","4,221","2,323","1,100","144","1"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","12,580","12,580","973","1,956","1,232","1,171","2,302","2,260","1,545","747","341","52","1"
"충청북도 청주시 상당구 용암1동(4311172000)","57,411","57,411","4,638","6,562","6,754","8,077","9,531","9,986","7,400","2,950","1,306","201","6"
"충청북도 청주시 상당구 용암2동(4311173000)","44,330","44,330","4,514","4,871","4,807","6,994","7,469","7,371","5,424","1,930","834","112","4"
"충청북도 청주시 서원구 (4311200000)","180,794","180,794","9,107","17,005","24,388","20,735","24,641","32,788","28,905","14,785","7,242","1,171","27"
"충청북도 청주시 서원구 남이면(4311231000)","9,675","9,675","428","540","820","967","1,010","1,959","2,266","1,018","556","109","2"
"충청북도 청주시 서원구 현도면(4311232000)","2,969","2,969","36","82","137","152","214","483","814","540","417","93","1"
"충청북도 청주시 서원구 사직1동(4311251000)","4,058","4,058","149","246","373","420","494","765","847","467","255","42","0"
"충청북도 청주시 서원구 사직2동(4311252000)","11,195","11,195","952","1,214","986","1,415","1,730","1,697","1,829","916","387","67","2"
"충청북도 청주시 서원구 사창동(4311253000)","14,221","14,221","425","840","3,273","2,074","1,651","1,952","1,959","1,327","653","66","1"
"충청북도 청주시 서원구 모충동(4311254000)","16,680","16,680","855","1,120","2,595","2,301","1,864","2,640","2,875","1,580","737","111","2"
"충청북도 청주시 서원구 산남동(4311255000)","25,029","25,029","1,540","3,370","3,269","2,730","4,208","5,038","2,900","1,290","570","109","5"
"충청북도 청주시 서원구 분평동(4311256000)","27,968","27,968","1,529","3,241","3,607","2,906","4,061","5,989","3,782","1,718","977","154","4"
"충청북도 청주시 서원구 수곡1동(4311257000)","12,457","12,457","351","761","1,645","1,246","1,375","2,155","2,560","1,496","761","102","5"
"충청북도 청주시 서원구 수곡2동(4311258000)","14,772","14,772","668","1,175","1,433","1,611","1,714","2,632","3,079","1,564","767","128","1"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","41,770","41,770","2,174","4,416","6,250","4,913","6,320","7,478","5,994","2,869","1,162","190","4"
"충청북도 청주시 흥덕구 (4311300000)","288,358","288,358","22,920","27,407","37,298","48,599","45,543","46,488","35,936","15,793","7,086","1,262","26"
"충청북도 청주시 흥덕구 오송읍(4311325000)","44,161","44,161","4,298","3,565","5,829","10,293","6,945","6,090","4,310","1,791","874","163","3"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,677","10,677","497","964","1,337","1,091","1,420","1,913","1,911","958","485","98","3"
"충청북도 청주시 흥덕구 옥산면(4311332000)","17,071","17,071","1,777","1,358","1,307","2,741","2,796","2,602","2,579","1,204","597","109","1"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","13,727","13,727","488","1,033","1,587","1,426","1,697","2,675","2,700","1,341","645","130","5"
"충청북도 청주시 흥덕구 복대1동(4311374100)","50,980","50,980","4,718","6,525","6,070","8,213","9,700","8,405","4,592","1,837","792","125","3"
"충청북도 청주시 흥덕구 복대2동(4311374200)","15,173","15,173","415","882","3,093","1,983","1,650","2,422","2,574","1,439","627","86","2"
"충청북도 청주시 흥덕구 가경동(4311374700)","53,239","53,239","3,971","6,071","6,271","6,559","8,447","10,019","7,591","2,946","1,153","206","5"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","12,914","12,914","863","722","1,986","2,903","1,721","1,889","1,660","833","298","39","0"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","23,456","23,456","1,116","1,955","3,626","4,228","3,493","3,991","3,149","1,264","547","86","1"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","30,518","30,518","2,080","2,638","4,582","5,235","4,550","4,921","3,791","1,744","816","158","3"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","16,442","16,442","2,697","1,694","1,610","3,927","3,124","1,561","1,079","436","252","62","0"
"충청북도 청주시 청원구 (4311400000)","188,866","188,866","13,755","20,042","22,667","27,180","31,494","29,272","24,461","12,330","6,523","1,125","17"
"충청북도 청주시 청원구 내수읍(4311425000)","18,985","18,985","899","1,619","2,105","1,870","2,502","3,713","3,432","1,661","999","181","4"
"충청북도 청주시 청원구 오창읍(4311425300)","68,558","68,558","7,147","8,703","7,180","12,718","13,945","9,055","5,666","2,655","1,240","247","2"
"충청북도 청주시 청원구 북이면(4311431000)","4,103","4,103","55","122","214","257","328","678","1,128","730","491","98","2"
"충청북도 청주시 청원구 우암동(4311451000)","12,064","12,064","357","763","2,241","1,385","1,291","1,784","2,024","1,326","779","114","0"
"충청북도 청주시 청원구 내덕1동(4311452000)","7,703","7,703","201","434","803","714","856","1,374","1,576","1,046","603","94","2"
"충청북도 청주시 청원구 내덕2동(4311453000)","12,765","12,765","605","1,012","1,933","1,508","1,669","2,129","2,049","1,165","625","69","1"
"충청북도 청주시 청원구 율량.사천동(4311454000)","47,015","47,015","2,909","4,777","6,531","6,552","7,335","8,033","6,589","2,787","1,263","236","3"
"충청북도 청주시 청원구 오근장동(4311455000)","17,673","17,673","1,582","2,612","1,660","2,176","3,568","2,506","1,997","960","523","86","3"
"충청북도 충주시 (4313000000)","206,952","206,952","11,234","17,381","20,555","22,474","27,716","36,465","37,482","20,054","11,556","1,987","48"
"충청북도 충주시 주덕읍(4313025000)","8,027","8,027","395","351","726","985","1,017","1,505","1,696","772","478","100","2"
"충청북도 충주시 살미면(4313031000)","1,897","1,897","34","39","57","84","100","294","647","380","214","43","5"
"충청북도 충주시 수안보면(4313032500)","2,738","2,738","49","86","124","143","194","422","854","510","304","51","1"
"충청북도 충주시 대소원면(4313033500)","9,789","9,789","588","495","1,538","1,567","1,243","1,480","1,638","735","413","91","1"
"충청북도 충주시 신니면(4313035000)","2,668","2,668","23","57","92","115","166","455","819","498","373","68","2"
"충청북도 충주시 노은면(4313036000)","2,157","2,157","25","68","74","75","128","309","676","469","288","45","0"
"충청북도 충주시 앙성면(4313037000)","3,837","3,837","42","95","173","162","218","716","1,180","739","415","96","1"
"충청북도 충주시 중앙탑면(4313038500)","14,640","14,640","1,899","1,551","1,085","3,146","2,682","1,772","1,410","673","352","70","0"
"충청북도 충주시 금가면(4313039000)","3,798","3,798","218","228","614","461","428","524","646","381","250","48","0"
"충청북도 충주시 동량면(4313040000)","3,365","3,365","78","113","163","160","212","597","946","587","410","95","4"
"충청북도 충주시 산척면(4313041000)","2,157","2,157","28","60","95","88","142","348","641","395","288","72","0"
"충청북도 충주시 엄정면(4313042000)","2,954","2,954","42","115","116","126","184","441","904","546","389","88","3"
"충청북도 충주시 소태면(4313043000)","1,829","1,829","31","69","63","64","116","270","580","345","247","44","0"
"충청북도 충주시 성내.충인동(4313051500)","2,396","2,396","75","124","207","179","257","401","490","377","245","41","0"
"충청북도 충주시 교현.안림동(4313053500)","21,901","21,901","1,162","2,137","2,135","1,974","3,091","4,141","3,895","2,000","1,170","189","7"
"충청북도 충주시 교현2동(4313054000)","6,123","6,123","164","411","613","529","676","1,077","1,206","872","493","81","1"
"충청북도 충주시 용산동(4313055000)","13,826","13,826","737","1,758","1,413","1,230","2,253","2,677","2,056","1,016","607","77","2"
"충청북도 충주시 지현동(4313056000)","4,823","4,823","156","406","461","370","577","860","957","603","386","47","0"
"충청북도 충주시 문화동(4313057100)","8,623","8,623","223","524","771","666","942","1,553","1,853","1,315","676","97","3"
"충청북도 충주시 호암.직동(4313058000)","22,054","22,054","2,086","2,710","2,414","3,469","3,941","3,454","2,430","1,018","462","69","1"
"충청북도 충주시 달천동(4313060500)","4,042","4,042","48","147","796","245","325","663","929","497","332","59","1"
"충청북도 충주시 봉방동(4313061000)","9,155","9,155","381","645","980","984","1,161","1,723","1,732","998","488","60","3"
"충청북도 충주시 칠금.금릉동(4313062500)","13,463","13,463","661","1,402","1,473","1,297","1,826","2,826","2,265","1,051","579","79","4"
"충청북도 충주시 연수동(4313063000)","34,546","34,546","1,733","3,201","3,766","3,695","4,922","6,719","5,993","2,835","1,456","220","6"
"충청북도 충주시 목행.용탄동(4313064000)","6,144","6,144","356","589","606","660","915","1,238","1,039","442","241","57","1"
"충청북도 제천시 (4315000000)","128,610","128,610","6,302","10,980","13,233","11,345","15,379","22,687","25,189","14,519","7,782","1,158","36"
"충청북도 제천시 봉양읍(4315025000)","6,506","6,506","171","270","358","385","495","1,163","1,826","1,074","645","117","2"
"충청북도 제천시 금성면(4315031000)","1,751","1,751","15","72","71","91","118","260","546","328","202","48","0"
"충청북도 제천시 청풍면(4315032000)","1,247","1,247","21","43","41","57","71","219","401","234","137","23","0"
"충청북도 제천시 수산면(4315033000)","1,975","1,975","28","45","52","63","88","339","669","409","240","41","1"
"충청북도 제천시 덕산면(4315034000)","2,067","2,067","47","157","72","65","125","301","592","443","226","39","0"
"충청북도 제천시 한수면(4315035000)","661","661","12","24","27","25","60","115","200","116","70","12","0"
"충청북도 제천시 백운면(4315036000)","3,307","3,307","56","126","127","146","180","517","1,061","650","371","70","3"
"충청북도 제천시 송학면(4315038000)","4,625","4,625","90","180","332","223","314","742","1,361","843","465","74","1"
"충청북도 제천시 교동(4315051000)","18,975","18,975","1,287","2,215","2,014","1,923","2,890","3,752","2,834","1,340","649","70","1"
"충청북도 제천시 의림지동(4315051800)","9,745","9,745","567","995","1,362","848","1,291","1,818","1,593","799","403","63","6"
"충청북도 제천시 중앙동(4315052800)","5,247","5,247","166","330","492","395","562","897","1,100","825","427","51","2"
"충청북도 제천시 남현동(4315053700)","4,595","4,595","126","265","427","374","442","765","1,061","747","350","34","4"
"충청북도 제천시 영서동(4315054700)","9,703","9,703","619","860","830","897","1,379","1,648","1,743","1,049","594","80","4"
"충청북도 제천시 용두동(4315056000)","18,900","18,900","1,030","2,108","3,218","2,094","2,260","3,131","2,896","1,322","715","125","1"
"충청북도 제천시 신백동(4315057700)","10,348","10,348","451","936","1,091","873","1,281","2,127","1,894","1,030","586","75","4"
"충청북도 제천시 청전동(4315059000)","14,500","14,500","450","939","1,456","1,236","1,586","2,506","3,213","2,048","931","130","5"
"충청북도 제천시 화산동(4315060500)","14,458","14,458","1,166","1,415","1,263","1,650","2,237","2,387","2,199","1,262","771","106","2"
"충청북도 보은군 (4372000000)","30,320","30,320","992","1,769","1,753","1,739","2,672","4,933","7,673","4,863","3,218","699","9"
"충청북도 보은군 보은읍(4372025000)","14,059","14,059","725","1,161","1,073","1,062","1,594","2,499","2,912","1,758","1,042","229","4"
"충청북도 보은군 속리산면(4372031500)","1,685","1,685","16","39","79","61","98","322","515","323","201","31","0"
"충청북도 보은군 장안면(4372032500)","1,393","1,393","55","75","95","96","155","238","300","195","156","26","2"
"충청북도 보은군 마로면(4372033000)","2,041","2,041","31","82","62","72","114","263","621","428","313","54","1"
"충청북도 보은군 탄부면(4372034000)","1,539","1,539","16","33","50","50","83","223","429","334","259","62","0"
"충청북도 보은군 삼승면(4372035000)","2,155","2,155","38","80","124","142","179","288","605","360","286","53","0"
"충청북도 보은군 수한면(4372036000)","1,775","1,775","28","76","71","63","112","247","557","362","210","49","0"
"충청북도 보은군 회남면(4372037000)","706","706","10","28","14","24","29","99","239","165","81","17","0"
"충청북도 보은군 회인면(4372038500)","1,679","1,679","26","89","48","54","96","220","508","348","221","68","1"
"충청북도 보은군 내북면(4372039000)","1,607","1,607","22","54","71","51","101","257","470","287","237","56","1"
"충청북도 보은군 산외면(4372040000)","1,681","1,681","25","52","66","64","111","277","517","303","212","54","0"
"충청북도 옥천군 (4373000000)","48,362","48,362","1,683","3,515","3,486","3,122","5,208","8,357","10,941","7,146","4,069","818","17"
"충청북도 옥천군 옥천읍(4373025000)","28,417","28,417","1,394","2,878","2,713","2,344","3,925","5,233","4,992","3,115","1,559","259","5"
"충청북도 옥천군 동이면(4373031000)","3,033","3,033","54","109","137","135","209","513","940","519","337","77","3"
"충청북도 옥천군 안남면(4373032000)","1,305","1,305","29","46","38","41","61","196","407","266","172","49","0"
"충청북도 옥천군 안내면(4373033000)","1,861","1,861","25","65","66","56","123","290","502","406","267","59","2"
"충청북도 옥천군 청성면(4373034000)","2,242","2,242","27","51","56","67","111","302","733","468","348","77","2"
"충청북도 옥천군 청산면(4373035000)","2,786","2,786","29","96","86","87","162","421","798","629","406","70","2"
"충청북도 옥천군 이원면(4373036000)","3,803","3,803","57","127","175","171","271","577","1,083","784","452","105","1"
"충청북도 옥천군 군서면(4373037000)","2,066","2,066","24","53","94","87","138","312","629","420","246","63","0"
"충청북도 옥천군 군북면(4373038000)","2,849","2,849","44","90","121","134","208","513","857","539","282","59","2"
"충청북도 영동군 (4374000000)","43,089","43,089","1,372","2,762","2,934","2,539","3,992","7,493","10,282","6,756","4,260","680","19"
"충청북도 영동군 영동읍(4374025000)","19,001","19,001","960","1,789","1,855","1,550","2,400","3,501","3,408","2,149","1,227","158","4"
"충청북도 영동군 용산면(4374031000)","3,200","3,200","47","124","177","177","224","585","915","556","339","54","2"
"충청북도 영동군 황간면(4374032000)","3,864","3,864","94","224","183","186","305","644","1,055","707","414","48","4"
"충청북도 영동군 추풍령면(4374033500)","2,106","2,106","44","86","92","77","148","352","589","426","242","49","1"
"충청북도 영동군 매곡면(4374034000)","1,788","1,788","40","74","76","66","113","292","502","329","245","49","2"
"충청북도 영동군 상촌면(4374035000)","2,141","2,141","25","82","73","73","99","341","613","487","295","53","0"
"충청북도 영동군 양강면(4374036000)","2,903","2,903","56","121","184","140","206","502","796","490","349","58","1"
"충청북도 영동군 용화면(4374037000)","892","892","15","43","33","18","53","144","273","142","149","21","1"
"충청북도 영동군 학산면(4374038000)","2,567","2,567","34","76","88","85","143","420","794","500","349","76","2"
"충청북도 영동군 양산면(4374039000)","1,717","1,717","12","64","63","47","110","272","485","355","259","48","2"
"충청북도 영동군 심천면(4374040000)","2,910","2,910","45","79","110","120","191","440","852","615","392","66","0"
"충청북도 증평군 (4374500000)","37,138","37,138","2,350","3,408","3,789","4,598","5,280","6,297","6,106","3,281","1,742","282","5"
"충청북도 증평군 증평읍(4374525000)","35,474","35,474","2,322","3,346","3,711","4,511","5,176","6,003","5,651","2,961","1,543","245","5"
"충청북도 증평군 도안면(4374531000)","1,664","1,664","28","62","78","87","104","294","455","320","199","37","0"
"충청북도 진천군 (4375000000)","86,148","86,148","6,120","8,469","7,726","10,904","13,953","14,703","13,162","6,561","3,826","713","11"
"충청북도 진천군 진천읍(4375025000)","29,211","29,211","1,457","2,825","3,303","2,920","4,273","5,694","4,693","2,479","1,345","220","2"
"충청북도 진천군 덕산읍(4375025300)","31,500","31,500","3,862","3,984","2,460","5,785","6,677","4,233","2,706","1,116","565","109","3"
"충청북도 진천군 덕산읍혁신도시출장소(4375025400)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"충청북도 진천군 초평면(4375032000)","2,915","2,915","53","115","167","144","221","471","784","504","373","80","3"
"충청북도 진천군 문백면(4375033000)","3,354","3,354","68","128","164","216","284","602","944","512","363","73","0"
"충청북도 진천군 백곡면(4375034000)","2,021","2,021","39","60","65","89","140","308","621","397","247","55","0"
"충청북도 진천군 이월면(4375035000)","6,402","6,402","148","336","493","535","681","1,165","1,604","823","502","112","3"
"충청북도 진천군 광혜원면(4375037000)","10,745","10,745","493","1,021","1,074","1,215","1,677","2,230","1,810","730","431","64","0"
"충청북도 괴산군 (4376000000)","35,965","35,965","1,020","1,729","1,994","1,908","3,008","6,170","9,853","6,041","3,597","629","16"
"충청북도 괴산군 괴산읍(4376025000)","9,165","9,165","416","827","952","746","1,182","1,620","1,659","1,082","583","93","5"
"충청북도 괴산군 감물면(4376031000)","1,960","1,960","44","91","67","80","139","311","624","340","214","47","3"
"충청북도 괴산군 장연면(4376032000)","1,887","1,887","34","57","60","65","112","335","629","349","207","39","0"
"충청북도 괴산군 연풍면(4376033000)","2,157","2,157","41","71","70","84","152","329","674","423","268","44","1"
"충청북도 괴산군 칠성면(4376034000)","3,105","3,105","92","104","160","153","259","596","864","486","340","51","0"
"충청북도 괴산군 문광면(4376035000)","2,128","2,128","38","90","94","101","152","386","610","389","220","48","0"
"충청북도 괴산군 청천면(4376036000)","5,042","5,042","104","158","168","191","304","825","1,650","986","559","94","3"
"충청북도 괴산군 청안면(4376037000)","3,247","3,247","99","102","134","144","204","561","983","584","373","61","2"
"충청북도 괴산군 사리면(4376039000)","2,495","2,495","48","67","122","122","178","441","691","462","314","49","1"
"충청북도 괴산군 소수면(4376040000)","2,149","2,149","64","75","76","111","154","328","669","416","215","41","0"
"충청북도 괴산군 불정면(4376041000)","2,630","2,630","40","87","91","111","172","438","800","524","304","62","1"
"충청북도 음성군 (4377000000)","92,006","92,006","4,081","7,198","8,050","9,030","12,014","17,313","18,487","9,540","5,290","972","31"
"충청북도 음성군 음성읍(4377025000)","16,004","16,004","609","1,156","1,275","1,285","1,865","3,003","3,544","2,017","1,066","180","4"
"충청북도 음성군 금왕읍(4377025300)","18,772","18,772","759","1,696","1,781","1,695","2,641","3,861","3,597","1,685","910","142","5"
"충청북도 음성군 소이면(4377031000)","2,743","2,743","34","88","117","134","182","384","801","532","389","81","1"
"충청북도 음성군 원남면(4377032000)","3,011","3,011","48","144","115","146","185","444","902","595","354","76","2"
"충청북도 음성군 맹동면(4377033000)","13,050","13,050","1,011","1,375","1,274","2,107","2,307","1,932","1,685","858","422","76","3"
"충청북도 음성군 대소면(4377034000)","18,011","18,011","1,004","1,553","1,867","2,176","2,777","3,891","2,882","1,155","601","102","3"
"충청북도 음성군 삼성면(4377035000)","6,320","6,320","160","306","431","439","630","1,254","1,660","838","495","103","4"
"충청북도 음성군 생극면(4377036000)","4,362","4,362","95","210","268","265","371","816","1,188","640","414","92","3"
"충청북도 음성군 감곡면(4377037000)","9,733","9,733","361","670","922","783","1,056","1,728","2,228","1,220","639","120","6"
"충청북도 단양군 (4380000000)","27,098","27,098","817","1,576","1,604","1,624","2,474","4,789","7,181","4,264","2,399","358","12"
"충청북도 단양군 단양읍(4380025000)","10,098","10,098","498","842","856","889","1,268","1,856","2,039","1,139","611","97","3"
"충청북도 단양군 매포읍(4380025300)","4,795","4,795","147","313","327","309","480","922","1,043","767","434","52","1"
"충청북도 단양군 대강면(4380031000)","2,283","2,283","36","81","83","72","125","366","753","447","275","45","0"
"충청북도 단양군 가곡면(4380032000)","1,971","1,971","30","91","76","65","113","314","652","380","215","33","2"
"충청북도 단양군 영춘면(4380033000)","3,055","3,055","47","129","104","91","227","564","921","595","330","47","0"
"충청북도 단양군 어상천면(4380034000)","1,842","1,842","21","41","56","64","93","307","687","346","201","25","1"
"충청북도 단양군 적성면(4380035000)","1,463","1,463","19","18","30","68","81","206","543","301","162","32","3"
"충청북도 단양군 단성면(4380036000)","1,591","1,591","19","61","72","66","87","254","543","289","171","27","2"
"충청남도  (4400000000)","2,135,908","2,135,908","131,178","202,126","216,740","252,061","315,527","351,573","338,047","195,441","110,978","21,732","505"
"충청남도 천안시 (4413000000)","661,615","661,615","45,301","67,793","86,714","97,724","109,429","110,479","84,899","37,903","18,130","3,171","72"
"충청남도 천안시 동남구 (4413100000)","260,711","260,711","14,930","25,170","32,619","32,443","39,468","45,632","39,965","19,359","9,394","1,690","41"
"충청남도 천안시 동남구 목천읍(4413125000)","22,316","22,316","848","2,089","2,348","1,870","3,234","4,835","3,899","1,921","1,066","200","6"
"충청남도 천안시 동남구 풍세면(4413131000)","10,333","10,333","773","551","1,197","1,808","1,478","1,590","1,687","755","398","94","2"
"충청남도 천안시 동남구 광덕면(4413132000)","4,000","4,000","64","131","227","256","331","685","1,145","697","364","97","3"
"충청남도 천안시 동남구 북면(4413133000)","4,138","4,138","67","159","262","250","405","760","1,184","635","340","73","3"
"충청남도 천안시 동남구 성남면(4413134000)","2,818","2,818","47","101","169","127","232","472","778","535","294","63","0"
"충청남도 천안시 동남구 수신면(4413135000)","2,091","2,091","18","70","133","145","181","333","583","330","257","41","0"
"충청남도 천안시 동남구 병천면(4413136000)","5,990","5,990","144","304","721","474","637","1,077","1,349","772","411","100","1"
"충청남도 천안시 동남구 동면(4413137000)","1,914","1,914","14","37","90","72","121","301","569","397","256","54","3"
"충청남도 천안시 동남구 중앙동(4413151000)","4,630","4,630","126","196","378","444","494","836","1,048","700","361","47","0"
"충청남도 천안시 동남구 문성동(4413152000)","7,792","7,792","598","648","1,001","1,375","1,231","1,183","1,016","495","208","37","0"
"충청남도 천안시 동남구 원성1동(4413153000)","7,708","7,708","261","466","791","727","963","1,412","1,634","961","413","79","1"
"충청남도 천안시 동남구 원성2동(4413154000)","8,770","8,770","177","566","865","810","1,013","1,667","1,844","1,088","645","95","0"
"충청남도 천안시 동남구 봉명동(4413155000)","16,824","16,824","832","1,228","2,183","2,364","2,458","3,138","2,683","1,291","557","89","1"
"충청남도 천안시 동남구 일봉동(4413156000)","23,564","23,564","1,325","3,089","2,611","2,562","3,911","4,362","3,417","1,490","694","99","4"
"충청남도 천안시 동남구 신방동(4413157000)","42,598","42,598","2,622","5,472","5,354","5,783","7,818","7,753","4,925","1,871","850","143","7"
"충청남도 천안시 동남구 청룡동(4413158000)","57,831","57,831","4,902","7,069","6,424","8,090","10,176","9,661","7,027","2,973","1,279","228","2"
"충청남도 천안시 동남구 신안동(4413159000)","37,394","37,394","2,112","2,994","7,865","5,286","4,785","5,567","5,177","2,448","1,001","151","8"
"충청남도 천안시 서북구 (4413300000)","400,904","400,904","30,371","42,623","54,095","65,281","69,961","64,847","44,934","18,544","8,736","1,481","31"
"충청남도 천안시 서북구 성환읍(4413325000)","21,861","21,861","565","1,768","2,317","1,645","2,725","4,175","4,292","2,671","1,451","245","7"
"충청남도 천안시 서북구 성거읍(4413325300)","21,617","21,617","1,147","2,088","2,388","2,369","3,614","4,283","3,322","1,563","719","120","4"
"충청남도 천안시 서북구 직산읍(4413325600)","19,264","19,264","922","1,542","2,198","2,405","3,184","3,714","3,038","1,386","766","108","1"
"충청남도 천안시 서북구 입장면(4413331000)","7,622","7,622","142","384","627","569","788","1,552","1,814","1,045","595","105","1"
"충청남도 천안시 서북구 성정1동(4413351000)","16,570","16,570","621","962","2,054","2,445","2,308","3,166","2,881","1,403","640","88","2"
"충청남도 천안시 서북구 성정2동(4413352000)","24,640","24,640","516","975","5,183","5,692","3,880","3,556","3,014","1,258","477","84","5"
"충청남도 천안시 서북구 쌍용1동(4413353000)","12,537","12,537","456","1,021","1,907","1,599","1,629","2,100","2,309","997","433","84","2"
"충청남도 천안시 서북구 쌍용2동(4413354000)","34,328","34,328","1,869","3,950","5,257","4,234","5,140","6,670","4,681","1,663","717","146","1"
"충청남도 천안시 서북구 쌍용3동(4413355000)","17,175","17,175","802","1,854","2,285","1,896","2,426","3,330","2,717","1,149","605","109","2"
"충청남도 천안시 서북구 백석동(4413356000)","40,706","40,706","3,731","6,288","4,623","5,620","8,190","6,609","3,799","1,234","513","99","0"
"충청남도 천안시 서북구 불당1동(4413356600)","31,450","31,450","2,693","4,291","4,131","5,209","5,833","5,571","2,620","743","311","46","2"
"충청남도 천안시 서북구 불당2동(4413356700)","37,061","37,061","4,636","6,241","3,843","6,169","8,948","4,746","1,749","507","193","28","1"
"충청남도 천안시 서북구 부성1동(4413358000)","52,540","52,540","3,713","4,208","10,460","10,768","8,013","8,014","4,743","1,694","807","118","2"
"충청남도 천안시 서북구 부성2동(4413359000)","63,533","63,533","8,558","7,051","6,822","14,661","13,283","7,361","3,955","1,231","509","101","1"
"충청남도 공주시 (4415000000)","100,793","100,793","3,822","7,982","10,396","8,118","11,200","16,429","20,802","12,846","7,550","1,612","36"
"충청남도 공주시 유구읍(4415025000)","6,789","6,789","135","338","318","325","579","1,029","1,882","1,272","746","161","4"
"충청남도 공주시 이인면(4415031000)","2,916","2,916","45","116","116","147","206","439","820","565","364","98","0"
"충청남도 공주시 탄천면(4415032000)","2,674","2,674","45","104","112","150","181","372","685","545","378","96","6"
"충청남도 공주시 계룡면(4415033000)","5,072","5,072","83","221","230","216","355","836","1,437","994","578","118","4"
"충청남도 공주시 반포면(4415034000)","3,984","3,984","75","183","215","248","370","767","1,155","598","308","64","1"
"충청남도 공주시 의당면(4415036000)","4,318","4,318","96","251","359","298","408","831","1,099","580","319","75","2"
"충청남도 공주시 정안면(4415037000)","4,533","4,533","71","323","199","209","323","622","1,268","816","542","158","2"
"충청남도 공주시 우성면(4415038000)","4,813","4,813","110","200","241","253","399","777","1,269","832","596","133","3"
"충청남도 공주시 사곡면(4415039000)","2,702","2,702","43","135","107","112","184","440","706","501","408","65","1"
"충청남도 공주시 신풍면(4415040000)","3,018","3,018","58","85","96","131","246","487","912","608","318","75","2"
"충청남도 공주시 중학동(4415051000)","4,240","4,240","123","367","564","332","404","703","767","565","349","62","4"
"충청남도 공주시 웅진동(4415054000)","7,294","7,294","299","559","656","691","943","1,212","1,408","918","508","100","0"
"충청남도 공주시 금학동(4415055000)","5,292","5,292","172","589","851","391","628","836","982","517","276","48","2"
"충청남도 공주시 옥룡동(4415056000)","7,019","7,019","165","434","561","545","774","1,237","1,635","981","589","97","1"
"충청남도 공주시 신관동(4415057000)","19,541","19,541","825","2,099","3,973","1,886","2,501","3,143","2,728","1,522","723","139","2"
"충청남도 공주시 월송동(4415059000)","16,588","16,588","1,477","1,978","1,798","2,184","2,699","2,698","2,049","1,032","548","123","2"
"충청남도 보령시 (4418000000)","92,837","92,837","4,122","7,167","7,170","7,497","11,459","15,905","18,714","12,484","6,971","1,305","43"
"충청남도 보령시 웅천읍(4418025000)","5,549","5,549","82","198","264","247","435","897","1,507","1,134","639","141","5"
"충청남도 보령시 주포면(4418031000)","1,469","1,469","25","63","102","60","107","233","390","304","142","43","0"
"충청남도 보령시 오천면(4418032000)","1,973","1,973","21","86","100","74","186","345","508","410","202","40","1"
"충청남도 보령시 오천면어항출장소(4418032500)","1,467","1,467","40","79","76","76","153","277","378","249","114","23","2"
"충청남도 보령시 원산출장소(4418032900)","1,010","1,010","9","61","58","29","90","167","261","201","112","22","0"
"충청남도 보령시 천북면(4418033000)","3,130","3,130","60","115","132","133","253","496","812","639","398","89","3"
"충청남도 보령시 청소면(4418034000)","2,290","2,290","28","74","91","90","134","329","593","475","388","85","3"
"충청남도 보령시 청라면(4418035000)","3,471","3,471","57","142","173","157","248","515","938","701","455","80","5"
"충청남도 보령시 남포면(4418036000)","4,741","4,741","89","184","233","239","333","768","1,314","889","548","140","4"
"충청남도 보령시 주산면(4418038000)","2,178","2,178","22","61","73","64","128","286","593","454","410","84","3"
"충청남도 보령시 미산면(4418039000)","1,588","1,588","31","46","46","44","104","217","429","354","262","55","0"
"충청남도 보령시 성주면(4418040000)","1,911","1,911","33","84","91","92","186","306","521","367","199","32","0"
