"행정구역","2025년05월_계_총인구수","2025년05월_계_연령구간인구수","2025년05월_계_0~9세","2025년05월_계_10~19세","2025년05월_계_20~29세","2025년05월_계_30~39세","2025년05월_계_40~49세","2025년05월_계_50~59세","2025년05월_계_60~69세","2025년05월_계_70~79세","2025년05월_계_80~89세","2025년05월_계_90~99세","2025년05월_계_100세 이상"
"경상남도 거제시 하청면(4831038000)","3,075","3,075","68","208","172","153","332","580","748","504","251","59","0"
"경상남도 거제시 하청면칠천출장소(4831038500)","1,028","1,028","12","28","25","34","93","178","272","224","130","29","3"
"경상남도 거제시 장목면(4831039000)","2,735","2,735","34","59","125","118","226","514","721","566","300","67","5"
"경상남도 거제시 장목면외포출장소(4831039500)","1,261","1,261","21","50","55","66","113","238","333","232","137","16","0"
"경상남도 거제시 장승포동(4831051000)","5,198","5,198","132","500","520","401","796","1,154","990","478","192","33","2"
"경상남도 거제시 능포동(4831053000)","8,339","8,339","247","709","647","607","1,191","1,904","1,855","828","306","42","3"
"경상남도 거제시 아주동(4831054000)","24,853","24,853","2,586","3,990","2,022","3,297","6,384","3,903","1,855","593","193","29","1"
"경상남도 거제시 옥포1동(4831055000)","7,115","7,115","363","667","687","770","1,292","1,476","1,200","505","137","18","0"
"경상남도 거제시 옥포2동(4831056000)","23,963","23,963","1,299","2,774","2,045","2,269","4,458","5,068","4,001","1,542","439","67","1"
"경상남도 거제시 장평동(4831057000)","19,541","19,541","1,057","1,906","2,212","2,459","3,740","4,572","2,591","771","202","31","0"
"경상남도 거제시 고현동(4831058000)","36,215","36,215","2,530","4,432","3,419","4,328","6,849","7,073","4,935","1,950","609","89","1"
"경상남도 거제시 상문동(4831059000)","34,502","34,502","3,805","5,790","2,714","4,265","8,235","5,849","2,595","897","289","62","1"
"경상남도 거제시 수양동(4831060000)","22,449","22,449","1,978","4,081","1,859","1,986","5,305","4,258","1,939","737","264","41","1"
"경상남도 양산시 (4833000000)","360,160","360,160","26,049","37,013","32,963","44,887","60,709","63,467","53,825","27,569","11,959","1,681","38"
"경상남도 양산시 물금읍(4833025300)","116,509","116,509","11,080","14,786","11,240","16,495","22,753","18,065","13,382","6,073","2,299","323","13"
"경상남도 양산시 동면(4833031000)","56,437","56,437","6,348","5,204","4,408","10,217","10,822","7,988","6,957","3,249","1,092","151","1"
"경상남도 양산시 원동면(4833032000)","3,179","3,179","60","90","111","138","205","447","993","722","352","59","2"
"경상남도 양산시 상북면(4833033000)","13,649","13,649","492","793","987","1,378","1,592","2,611","3,223","1,646","822","102","3"
"경상남도 양산시 하북면(4833034000)","7,518","7,518","95","432","488","474","655","1,485","2,075","1,151","546","114","3"
"경상남도 양산시 중앙동(4833051000)","10,562","10,562","265","519","955","1,058","1,269","2,121","2,482","1,310","508","75","0"
"경상남도 양산시 양주동(4833051500)","29,879","29,879","1,330","3,402","3,541","2,694","4,333","6,427","4,448","2,383","1,167","153","1"
"경상남도 양산시 삼성동(4833052000)","19,577","19,577","826","1,465","1,987","2,411","2,899","4,027","3,719","1,501","633","108","1"
"경상남도 양산시 강서동(4833053000)","8,090","8,090","350","866","885","719","1,315","1,599","1,304","724","275","53","0"
"경상남도 양산시 서창동(4833054000)","26,142","26,142","1,324","2,992","2,454","2,360","4,354","5,395","4,080","2,162","890","123","8"
"경상남도 양산시 소주동(4833055000)","19,601","19,601","824","1,647","1,673","1,838","2,933","4,116","3,519","1,932","999","119","1"
"경상남도 양산시 평산동(4833056000)","28,264","28,264","1,323","2,907","2,497","2,204","4,292","5,452","4,616","3,132","1,632","206","3"
"경상남도 양산시 덕계동(4833057000)","20,753","20,753","1,732","1,910","1,737","2,901","3,287","3,734","3,027","1,584","744","95","2"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 의령군 (4872000000)","24,871","24,871","752","1,290","1,321","1,427","2,215","4,124","6,010","4,110","2,969","637","16"
"경상남도 의령군 의령읍(4872025000)","8,938","8,938","512","817","749","758","1,248","1,696","1,516","1,004","544","92","2"
"경상남도 의령군 가례면(4872031000)","1,553","1,553","13","37","61","60","107","246","452","312","209","55","1"
"경상남도 의령군 칠곡면(4872032000)","1,118","1,118","12","26","33","57","70","173","329","229","159","28","2"
"경상남도 의령군 대의면(4872033000)","1,018","1,018","31","39","47","46","55","143","279","184","150","43","1"
"경상남도 의령군 화정면(4872034000)","1,450","1,450","39","46","53","68","93","256","386","262","209","38","0"
"경상남도 의령군 용덕면(4872035000)","1,410","1,410","15","31","61","61","88","230","432","251","191","49","1"
"경상남도 의령군 정곡면(4872036000)","1,312","1,312","21","35","46","46","75","197","389","254","195","53","1"
"경상남도 의령군 지정면(4872037000)","1,738","1,738","26","50","59","57","114","252","508","362","259","49","2"
"경상남도 의령군 낙서면(4872038000)","678","678","12","14","18","23","40","79","196","165","111","20","0"
"경상남도 의령군 부림면(4872039000)","2,559","2,559","40","125","118","144","164","461","627","449","361","68","2"
"경상남도 의령군 봉수면(4872040000)","939","939","14","27","32","51","61","115","247","213","152","25","2"
"경상남도 의령군 궁류면(4872041500)","1,041","1,041","3","15","23","21","41","118","320","200","234","66","0"
"경상남도 의령군 유곡면(4872042000)","1,117","1,117","14","28","21","35","59","158","329","225","195","51","2"
"경상남도 함안군 (4873000000)","58,236","58,236","2,267","5,253","3,830","3,958","7,355","10,585","12,229","7,574","4,354","822","9"
"경상남도 함안군 가야읍(4873025000)","16,831","16,831","752","1,701","1,370","1,353","2,338","3,295","3,154","1,742","949","175","2"
"경상남도 함안군 칠원읍(4873025300)","17,776","17,776","1,033","2,525","1,300","1,243","3,147","3,359","2,825","1,588","640","114","2"
"경상남도 함안군 함안면(4873031000)","2,328","2,328","45","84","96","109","175","367","653","433","307","59","0"
"경상남도 함안군 군북면(4873032000)","5,592","5,592","178","256","309","479","446","858","1,382","912","642","129","1"
"경상남도 함안군 법수면(4873033000)","2,619","2,619","29","78","100","118","184","448","745","519","341","57","0"
"경상남도 함안군 대산면(4873034000)","3,003","3,003","28","93","113","109","185","476","787","657","465","89","1"
"경상남도 함안군 칠서면(4873035000)","4,853","4,853","135","379","327","296","528","986","1,060","676","395","71","0"
"경상남도 함안군 칠북면(4873036000)","1,788","1,788","15","36","63","73","104","249","543","394","269","41","1"
"경상남도 함안군 산인면(4873038000)","2,568","2,568","44","79","126","149","206","419","772","460","252","60","1"
"경상남도 함안군 여항면(4873039000)","878","878","8","22","26","29","42","128","308","193","94","27","1"
"경상남도 창녕군 (4874000000)","55,522","55,522","1,921","3,752","2,948","3,650","5,716","9,399","13,245","8,620","5,282","976","13"
"경상남도 창녕군 창녕읍(4874025000)","15,306","15,306","823","1,383","1,120","1,348","2,016","2,695","3,020","1,762","956","180","3"
"경상남도 창녕군 남지읍(4874025300)","11,389","11,389","583","1,090","564","826","1,509","1,956","2,421","1,488","812","136","4"
"경상남도 창녕군 고암면(4874031000)","1,727","1,727","36","74","81","75","92","256","462","344","252","55","0"
"경상남도 창녕군 성산면(4874032000)","1,504","1,504","17","31","53","63","80","244","475","282","211","48","0"
"경상남도 창녕군 대합면(4874033000)","3,511","3,511","55","125","161","190","284","627","891","628","470","80","0"
"경상남도 창녕군 이방면(4874034000)","2,273","2,273","37","253","74","86","143","302","583","410","324","60","1"
"경상남도 창녕군 유어면(4874035000)","1,590","1,590","20","33","66","58","94","237","435","356","244","46","1"
"경상남도 창녕군 대지면(4874036000)","2,277","2,277","67","177","116","119","247","382","492","375","259","41","2"
"경상남도 창녕군 계성면(4874037000)","2,067","2,067","27","55","71","106","156","366","523","416","289","58","0"
"경상남도 창녕군 영산면(4874038000)","4,852","4,852","111","245","268","337","425","896","1,264","791","454","61","0"
"경상남도 창녕군 장마면(4874039000)","1,771","1,771","23","55","73","79","126","262","487","352","261","52","1"
"경상남도 창녕군 도천면(4874040000)","2,443","2,443","49","86","123","119","202","432","675","456","251","49","1"
"경상남도 창녕군 길곡면(4874041000)","1,436","1,436","8","47","46","62","103","213","459","304","157","37","0"
"경상남도 창녕군 부곡면(4874042000)","3,376","3,376","65","98","132","182","239","531","1,058","656","342","73","0"
"경상남도 고성군 (4882000000)","47,586","47,586","1,359","3,843","2,790","2,602","5,140","8,344","10,700","7,454","4,449","896","9"
"경상남도 고성군 고성읍(4882025000)","22,575","22,575","961","2,646","1,734","1,558","3,171","4,226","4,200","2,562","1,297","220","0"
"경상남도 고성군 삼산면(4882031000)","1,702","1,702","46","70","57","70","133","250","457","371","208","40","0"
"경상남도 고성군 하일면(4882032000)","1,720","1,720","24","76","75","57","115","243","447","384","243","56","0"
"경상남도 고성군 하이면(4882033000)","2,521","2,521","53","149","154","120","220","462","610","459","243","51","0"
"경상남도 고성군 상리면(4882034000)","1,492","1,492","8","48","59","62","96","223","405","317","220","53","1"
"경상남도 고성군 대가면(4882035000)","1,552","1,552","19","35","47","49","99","230","457","333","224","57","2"
"경상남도 고성군 영현면(4882036000)","849","849","13","20","28","29","52","97","218","198","152","40","2"
"경상남도 고성군 영오면(4882037000)","1,306","1,306","23","45","56","59","96","207","351","238","194","36","1"
"경상남도 고성군 개천면(4882038000)","1,022","1,022","10","55","27","39","71","123","289","219","156","32","1"
"경상남도 고성군 구만면(4882039000)","957","957","18","24","38","32","48","142","271","208","142","34","0"
"경상남도 고성군 회화면(4882040000)","3,280","3,280","66","267","169","160","295","570","803","596","309","45","0"
"경상남도 고성군 마암면(4882041000)","1,639","1,639","13","46","43","57","124","276","443","333","235","68","1"
"경상남도 고성군 동해면(4882042000)","2,956","2,956","31","113","123","119","222","503","792","585","385","82","1"
"경상남도 고성군 거류면(4882043000)","4,015","4,015","74","249","180","191","398","792","957","651","441","82","0"
"경상남도 남해군 (4884000000)","39,481","39,481","1,107","2,514","2,193","2,058","3,519","6,434","8,928","6,820","4,744","1,136","28"
"경상남도 남해군 남해읍(4884025000)","12,149","12,149","626","1,211","1,107","1,004","1,501","2,204","2,185","1,345","780","179","7"
"경상남도 남해군 이동면(4884031000)","3,570","3,570","46","275","122","131","245","559","842","728","495","126","1"
"경상남도 남해군 상주면(4884032000)","1,513","1,513","40","83","73","70","127","230","364","249","230","47","0"
"경상남도 남해군 삼동면(4884033000)","3,609","3,609","72","177","132","157","292","591","842","716","504","122","4"
"경상남도 남해군 미조면(4884034000)","2,013","2,013","40","102","125","87","182","362","538","382","159","35","1"
"경상남도 남해군 남면(4884035000)","3,198","3,198","47","143","120","132","236","531","730","644","500","112","3"
"경상남도 남해군 서면(4884036000)","2,423","2,423","45","88","84","88","170","333","592","476","422","122","3"
"경상남도 남해군 고현면(4884037000)","3,208","3,208","67","155","129","139","233","450","775","620","494","144","2"
"경상남도 남해군 설천면(4884038000)","2,622","2,622","46","72","98","82","153","382","701","546","424","115","3"
"경상남도 남해군 창선면(4884039000)","5,176","5,176","78","208","203","168","380","792","1,359","1,114","736","134","4"
"경상남도 하동군 (4885000000)","40,398","40,398","1,146","2,231","2,147","2,142","3,433","7,254","9,897","6,633","4,497","994","24"
"경상남도 하동군 하동읍(4885025000)","9,126","9,126","405","732","698","702","1,026","1,714","1,841","1,183","713","110","2"
"경상남도 하동군 화개면(4885031000)","2,784","2,784","51","135","132","115","202","620","710","478","289","50","2"
"경상남도 하동군 악양면(4885032000)","3,296","3,296","62","135","151","135","238","603","868","587","427","90","0"
"경상남도 하동군 적량면(4885033000)","1,798","1,798","30","74","82","90","107","295","492","303","265","58","2"
"경상남도 하동군 횡천면(4885034000)","1,766","1,766","46","51","65","73","114","258","509","321","260","69","0"
"경상남도 하동군 고전면(4885035000)","1,959","1,959","24","85","74","78","149","309","535","360","263","80","2"
"경상남도 하동군 금남면(4885036000)","3,111","3,111","47","131","134","139","220","533","813","591","409","89","5"
"경상남도 하동군 진교면(4885037000)","5,485","5,485","216","397","307","291","561","995","1,227","836","518","135","2"
"경상남도 하동군 양보면(4885038000)","1,587","1,587","23","42","48","54","82","239","425","332","258","82","2"
"경상남도 하동군 북천면(4885039000)","1,492","1,492","31","45","62","49","91","246","381","298","237","52","0"
